row_key,id,book_title,author,publish_year,place_name,region,language,genres_csv,narrative_era,passage_or_summary
7351:wd-Q5477352-Q206988,wd-Q5477352-Q206988,Seeing is Believing,John Dickson Carr,1941,Cheltenham,Europe,English,,1941s,"Seeing is Believing is a mystery novel by the American writer John Dickson Carr, who published it under the name of Carter Dickson. It is a whodunnit and features the series detective Sir Henry Merrivale and his associate, Scotland Yard's Chief Inspector Humphrey Masters. The novel was originally published in 1941."
7411:wd-Q7491969-Q23156,wd-Q7491969-Q23156,She Died a Lady,John Dickson Carr,1943,Devon,Europe,English,,1943s,"She Died a Lady is a mystery novel by American writer John Dickson Carr, who published it under the pen name of Carter Dickson. It is a whodunnit featuring the series detective Sir Henry Merrivale."
8189:wd-Q2790732-Q219530,wd-Q2790732-Q219530,The Case of the Constant Suicides,John Dickson Carr,1941,Inveraray,Europe,English,,1941s,"The Case of the Constant Suicides, first published in 1941, is a detective story by John Dickson Carr. Like much of Dickson Carr's work, this novel is a locked room mystery, in addition to being a whodunnit. Unlike most of the other Dr. Fell novels, this story has a high humour level, reminiscent of the Henry Merrivale works."
8302:wd-Q5441498-Q23298,wd-Q5441498-Q23298,The Crooked Hinge,John Dickson Carr,1938,Kent,Europe,English,,1938s,"The Crooked Hinge is a mystery novel (1938) by detective novelist John Dickson Carr. It combines a seemingly impossible throat-slashing with elements of witchcraft, an automaton modelled on Maelzel's Chess Player, and the story of the Tichborne Claimant. It was dedicated to fellow author Dorothy Sayers ""in friendship and esteem""."
4664:wd-Q41567-Q35,wd-Q41567-Q35,Hamlet,William Shakespeare,1602,Denmark,Europe,English,,1602s,"In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed."
9182:wd-Q10904448-Q203995,wd-Q10904448-Q203995,The Man Who Could Not Shudder,John Dickson Carr,1940,Southend-on-Sea,Europe,English,,1940s,"The Man Who Could Not Shudder, first published in 1940, is a detective story by American writer John Dickson Carr featuring his series detective Gideon Fell. It is mystery novel of the locked room mystery type, more properly a subset of the locked room mystery called an ""impossible crime"" story."
7333:wd-Q647268-Q7525,wd-Q647268-Q7525,Sebastopol Sketches,Leo Tolstoy,1855,Sevastopol,Europe,Russian,,1855s,"The Sevastopol Sketches, translated into English as Sebastopol Sketches or Sebastopol Stories or Sevastopol Sketches or Stories, are three short stories by Leo Tolstoy published in 1855 to record his experiences during the previous year's siege of Sevastopol in Crimea. These brief ""sketches"" formed the basis of many episodes in Tolstoy's most famous novel, War and Peace."
4703:wd-Q2791106-Q130272,wd-Q2791106-Q130272,He Who Whispers,John Dickson Carr,1946,Chartres,Europe,English,,1946s,"From In Search Of The Classic Mystery: ""The war has ended and for the first time in years, The Murder Club reconvenes in London. Miles Hammond is invited along by none other than Dr Gideon Fell, but when he arrives, he finds that no-one from the Club has arrived. Only he and a mysterious woman, Barbara Morrell, are there to hear the tale of Professor Rigaud. He tells of the death of Howard Brookes, stabbed with his own sword-stick, while along on top of a tower. The only suspect is Fay Seton – but the only reason that she is a suspect is because of the stories about her. For only a vampire could float on air to the top of the tower…"""
4636:wd-Q3209740-Q90,wd-Q3209740-Q90,Guinguette by the Seine,Georges Simenon,1931,Paris,Europe,French,,1931s,"Guinguette by the Seine is a detective novel by Belgian writer Georges Simenon, featuring his character Inspector Jules Maigret."
7471:wd-Q19196836-Q749556,wd-Q19196836-Q749556,Singing In The Village,Leo Tolstoy,1910,Yasnaya Polyana,Europe,Russian,,1910s,"""Singing In The Village"" is a short story by Leo Tolstoy written in 1909 and published in 1910. While classified as a short story, translator and biographer Aylmer Maude described the piece as a sketch. According to The Spectator in 1910, the story details ""...the incidents of his daily life, his conversations with his village friends and with the tramps and beggars who gather at his door, and his reflections upon them."""
6916:wd-Q13859327-Q585,wd-Q13859327-Q585,Police,Jo Nesbø,2013,Oslo,Europe,Norwegian,,2013s,"The police urgently need Harry Hole . . . A killer is stalking Oslo's streets. Police officers are being slain at the scenes of crimes they once investigated but failed to solve. The murders are brutal, the media reaction hysterical. But this time, Harry can't help. For years, detective Harry Hole has been at the center of every major criminal investigation in Oslo. His dedication to his job and his brilliant insights have saved the lives of countless people. But now, with those he loves most facing terrible danger, Harry is not in a position to protect anyone--least of all himself."
4012:wd-Q540161-Q189901,wd-Q540161-Q189901,Electra,Euripides,0,अर्गोस,Europe,Ancient Greek,,,"Euripides' Electra is a tragedy probably written in the mid 410s BC, likely before 413 BC. A version of the myth of the house of Atreus, Euripides' play reworks important aspects of the story found in Aeschylus' Oresteia trilogy and also in Sophocles' Electra, although the relative dating of Euripides' and Sophocles' plays remain uncertain. In his tragedy, Euripides introduces startling and disturbing elements that ask his audience to question the nature of tragic 'heroism,' assumptions of appropriate gender behavior, and the morality of both human characters and the gods."
5462:wd-Q5971332-Q2807,wd-Q5971332-Q2807,Las tormentas del 48,Benito Pérez Galdós,1902,Madrid,Europe,Spanish,,1902s,first novel of the fourth series of the National Episodes (in Spanish Episodios Nacionales).
10443:wd-Q945342-Q1057414,wd-Q945342-Q1057414,Trachiniae,Sophocles,0,Trachis,Europe,Ancient Greek,,,"Women of Trachis or The Trachiniae c. 450–425 BC, is an Athenian tragedy by Sophocles."
8684:wd-Q29905545-Q3432909,wd-Q29905545-Q3432909,The Gate Key,Hans Christian Andersen,1872,Vesterport,Europe,Danish,,1872s,"literary fairy tale by Hans Christian Andersen, first published on November 23, 1872"
8032:wd-Q1093614-Q22,wd-Q1093614-Q22,The Billionaire of Dismal Downs,Don Rosa,1993,Scotland,Europe,English,,1993s,"""The Billionaire of Dismal Downs"" is a 1993 Scrooge McDuck comic by Don Rosa. It is the ninth of the original 12 chapters in the series The Life and Times of Scrooge McDuck. The story takes place from 1898 to 1902."
5369:wd-Q5965827-Q708580,wd-Q5965827-Q708580,La batalla de los Arapiles,Benito Pérez Galdós,1875,Battle of Salamanca,Europe,Spanish,,1875s,
4649:wd-Q2072257-Q34266,wd-Q2072257-Q34266,Hadji Murat,Leo Tolstoy,1912,Russian Empire,Europe,Russian,,1912s,"Hadji Murat, also written Hadji Murad, is a novella written by Leo Tolstoy from 1896 to 1904 and published posthumously in 1912. Its titular protagonist Hadji Murat is an Avar rebel commander who, to gain revenge, forges an uneasy alliance with the Russians he has been fighting."
10422:wd-Q7823810-Q235,wd-Q7823810-Q235,Too Dear!,Leo Tolstoy,1899,Monaco,Europe,Russian,,1899s,"""Too Dear!"" is a short story by Russian author Leo Tolstoy first published in 1897. It is a humorous account of the troubles of dealing with a criminal in the kingdom of Monaco."
8858:wd-Q249219-Q12994,wd-Q249219-Q12994,The Holy Sinner,Thomas Mann,1951,Bruges,Europe,German,,1951s,"The Holy Sinner is a German novel written by Thomas Mann. Published in 1951, it is based on the medieval verse epic Gregorius written by the German Minnesinger Hartmann von Aue. The book explores a subject that fascinated Thomas Mann to the end of his life – the origins of evil and evil's connection with magic. Here Mann uses a medieval legend about ""the exceeding mercy of God and the birth of the blessed Pope Gregory"" as he used the biblical account of Joseph as the basis for Joseph and His Brothers, illuminating with his ironic sensibility the notion of original sin and transcendence of evil."
3957:wd-Q5332779-Q46,wd-Q5332779-Q46,Echoes,Danielle Steel,2004,Europe,Europe,English,,2004s,"Against a vivid backdrop of history, Danielle Steel tells a compelling story of love and war, acts of faith and acts of betrayal…and of three generations of women as they journey though years of loss and survival, linked by an indomitable devotion that echoes across time.

For the Wittgenstein family, the summer of 1915 was a time of both prosperity and unease, as the guns of war sound in the distance. But for eldest daughter Beata, it was also a summer of awakening. By the glimmering waters of Lake Geneva, the quiet Jewish beauty met a young French officer and fell in love. Knowing that her parents would never accept her marriage to a Catholic, Beata followed her heart anyway. And as the two built a new life together, Beata’s past would stay with her in ways she could never have predict"
9688:wd-Q1196857-Q25322,wd-Q1196857-Q25322,The Sea-Wolf,Jack London,1904,Arctic,Europe,English,,1904s,"The Sea-Wolf is a 1904 psychological adventure novel by American writer Jack London. The book's protagonist, Humphrey Van Weyden, is a literary critic who is a survivor of an ocean collision and who comes under the dominance of Wolf Larsen, the powerful and amoral sea captain who rescues him. Its first printing of forty thousand copies was immediately sold out before publication on the strength of London's previous The Call of the Wild. Ambrose Bierce wrote, ""The great thing—and it is among the greatest of things—is that tremendous creation, Wolf Larsen... the hewing out and setting up of such a figure is enough for a man to do in one lifetime... The love element, with its absurd suppressions, and impossible proprieties, is awful."""
4218:wd-Q30906622-Q11959,wd-Q30906622-Q11959,Falcó,Arturo Pérez-Reverte,2016,Alicante,Europe,Spanish,,2016s,"La Europa turbulenta de los años treinta y cuarenta del siglo XX es el escenario de las andanzas de Lorenzo Falcó, ex contrabandista de armas, espía sin escrúpulos, agente de los servicios de inteligencia. Durante el otoño de 1936, mientras la frontera entre amigos y enemigos se reduce a una línea imprecisa y peligrosa, Falcó recibe el encargo de infiltrarse en una difícil misión que podría cambiar el curso de la historia de España.

A turbulent Europe during the thirties and forties in the twentieth century, is the backdrop for the adventures of Lorenzo Falcó, ex-smuggler of arms, spy without scruples, agent of the secret intelligence services. During the fall of 1936, when the border between friends and enemies is reduced to a dangerous and unprecise fine line, Falcó is given the task"
9480:wd-Q16557601-Q23482,wd-Q16557601-Q23482,The Port,Leo Tolstoy,1891,Marseille,Europe,Russian,,1891s,"""The Port"" is a short story by Guy de Maupassant written in 1889 and translated by Leo Tolstoy into Russian in 1891 as Françoise: A Story After Maupassant (""Франсуаза""). Other works by Maupaussant translated by Tolstoy include Too Dear!, which is often included in the popular collection of Tolstoy's work Twenty Three Tales."
3102:wd-Q1789161-Q21,wd-Q1789161-Q21,By the Pricking of My Thumbs,Agatha Christie,1968,England,Europe,English,,1968s,"""By the pricking of my thumbs,Something wicked this way comes.""William Shakespeare – Macbeth (Act IV, Scene 1)When visiting Tommy's Aunt Ada in her nursing home, Tuppence encounters some odd residents, Mrs Lancaster, being the strangest of them all. Her incessant reference to 'something behind the fireplace' and a 'poor child' seems at first the incoherent ramblings of an elderly woman, though when Aunt Ada sadly passes away, a painting left to Tommy in her will leads the duo on a dangerous adventure where they finally discover exactly what Mrs Lancaster was talking about.Published in 1968, the title is taken from a line in Shakespeare's Macbeth. The novel marks the return of Tommy and Tuppence after nearly three decades of silence. Unlike Christie's other recurring characters, the detecti"
4766:wd-Q375786-Q11953081,wd-Q375786-Q11953081,Hippolytus,Euripides,0,Troezen,Europe,Ancient Greek,,,"Euripides wrote two plays called Hippolytus. In this, the second, he dramatized the tragic failure of perfection. This translation comes in two forms; the first presents a simulacrum of the text as it might have appeared in unprocessed form to a reader sometime shortly after Euripides? death. The second processes the drama into the reduced but much more distinct form of modern print translations."
7997:wd-Q1171108-Q508014,wd-Q1171108-Q508014,The Barsac Mission,Jules Verne,1914,French Sudan,Europe,French,,1914s,"The Barsac Mission is a novel attributed to Jules Verne and written by his son Michel Verne. First serialized in 1914, it was published in book form by Hachette in 1919. An English adaptation by I. O. Evans was published in 1960 in two volumes, Into the Niger Bend and The City in the Sahara. It includes a hidden city, called in English ""Blackland"", in the Sahara Desert."
5035:wd-Q3278090-Q90,wd-Q3278090-Q90,Inspector Maigret and the Strangled Stripper,Georges Simenon,1951,Paris,Europe,French,,1951s,"Inspector Maigret and the Strangled Stripper is a detective novel by the Belgian crime writer Georges Simenon published in 1950, featuring the author's most celebrated character Inspector Maigret. Its alternate English-language titles include Maigret in Montmartre and Maigret at Picratt's."
8790:wd-Q1198883-Q610,wd-Q1198883-Q610,The Green Ray,Jules Verne,1882,Iona,Europe,French,,1882s,The Green Ray is an adventure novel by the French writer Jules Verne published in 1882 and named after the optical phenomenon of the same name. It is referenced in a 1986 film of the same name by Eric Rohmer.
8536:wd-Q471926-Q923244,wd-Q471926-Q923244,The Eyes of the Dragon,Stephen King,1984,Delain,Europe,English,,1984s,"The Eyes of the Dragon is a fantasy novel by American writer Stephen King, first published as a limited edition slipcased hardcover by Philtrum Press in 1984, illustrated by Kenneth R. Linkhauser. The novel would later be published for the mass market by Viking in 1987, with illustrations by David Palladini. This trade edition was slightly revised for publication. The 1995 French edition did not reproduce the American illustrations; it included brand new illustrations by Christian Heinrich, and a 2016 new French version also included brand new illustrations, by Nicolas Duffaut.

At the time of publication, it was a deviation from the norm for King, who was best known for his horror fiction. The book is a work of epic fantasy in a quasi-medieval setting, with a clearly established battle"
4309:wd-Q2389340-Q172107,wd-Q2389340-Q172107,Fire in the Steppe,Henryk Sienkiewicz,1888,Polish–Lithuanian Commonwealth,Europe,Polish,,1888s,"Close on the heels of the magnificent With Fire and Sword and The Deluge, comes this impassioned tale of love, war, heroism, treason and betrayal, with which the great classic Trilogy of Poland's most popular 19th century writer is brought to an end. Fire in the Steppe is the final book of Sienkiewicz's literary masterpiece which grips and enthralls just as powerfully today as it did when it was first published in Polish in 1883-1889. It is an epic tale of love and adventure set in the savage wilderness of Poland's eastern borderlands in the 17th century, and it is also the most realistic of Sienkiewicz's novels. The Trilogy's most memorable heroes, Pan Zagloba and Pan Volodyovski, are joined here by the unforgettable Basia, whose own adventures ring with strength, courage and determinatio"
7717:wd-Q65130415-Q189,wd-Q65130415-Q189,Summer Light and Then Comes the Night,Jón Kalman Stefánsson,2005,Iceland,Europe,Icelandic,,2005s,"“A volte nei posti piccoli la vita diventa più grande”, a volte la lontananza dal rumore del mondo ci apre al richiamo del cuore, dei sensi, dei sogni. È questo intenso sentire a erompere dalla vita di un paesino di quattrocento anime della campagna islandese, dove la luce infinita dell’estate fa venir voglia di scoperchiare le case e la notte eterna dell’inverno accende la magia delle stelle. Un microcosmo che è come una lente di ingrandimento sull’eterna partita tra i desideri umani e le trame del destino, tra i limiti della realtà e le ali dell’immaginazione. Il direttore del Maglificio che per decifrare la frase di un sogno si immerge nel latino e nell’astronomia fino ad abbandonare tutto per i segreti dell’universo, la postina avida di vita che legge ogni lettera per poi rendere pubbl"
9417:wd-Q662435-Q105313,wd-Q662435-Q105313,The Pale Horseman,Bernard Cornwell,2005,Kingdom of Wessex,Europe,English,,2005s,"Uhtred is a Saxon, cheated of his inheritance and adrift in a world of fire, sword, and treachery. He has to make a choice: whether to fight for the Vikings, who raised him, or for King Alfred the Great of Wessex, who dislikes him.In the late ninth century, Wessex is the last English kingdom. The rest have fallen to the Danish Vikings, a story told in The Last Kingdom, the New York Times bestselling novel in which Uhtred's tale began. Now the Vikings want to finish England. They assemble the Great Army, whose one ambition is to conquer Wessex. A dispossessed young nobleman, married to a woman who hails from Wessex, Uhtred has little love for either, though for King Alfred he has none at all. Yet fate, as Uhtred learns, has its own imperatives, and when the Vikings attack out of a wintry da"
5425:wd-Q3823531-Q8717,wd-Q3823531-Q8717,La piel del tambor,Arturo Pérez-Reverte,1995,Seville,Europe,Spanish,,1995s,"Un pirata informático que se infiltra en el Vaticano. Una iglesia barroca, en Sevilla, que mata para defenderse. Tres pintorescos malvados que aspiran a mantener viva la copla española. Una bella aristócrata andaluza. Un apuesto sacerdote-agente especialista en asuntos sucios. Un banquero celoso y su secretario ludópata. Una septuagenaria que bebe coca-cola. La tarjeta postal de una mujer muerta un siglo atrás. Y el misterioso legado del capitán Xaloc, último corsario español, desaparecido frente a las costas de Cuba en 1898.



Con esos ingredientes, Arturo Pérez-Reverte construye en La piel del tambor una ingeniosa, compleja y fascinante trama novelesca. Con su imaginación desbordante, su espectacular dominio de la ingeniería narrativa y de los diversos géneros superpuestos -misterio"
3455:wd-Q731626-Q23240,wd-Q731626-Q23240,Curtain,Agatha Christie,1975,Essex,Europe,English,,1975s,"wheelchair-bound Poirot returns to Styles, the venue of his first investigation, where he knows another murder is going to take place…

The house guests at Styles seemed perfectly pleasant to Captain Hastings; there was his own daughter Judith, an inoffensive ornithologist called Norton, dashing Mr Allerton, brittle Miss Cole, Doctor Franklin and his fragile wife Barbara , Nurse Craven, Colonel Luttrell and his charming wife, Daisy, and the charismatic Boyd-Carrington.

So Hastings was shocked to learn from Hercule Poirot’s declaration that one of them was a five-times murderer. True, the ageing detective was crippled with arthritis, but had his deductive instincts finally deserted him?…"
3461:wd-Q1206121-Q1460,wd-Q1206121-Q1460,Cyclops,Euripides,0,Sicily,Europe,Ancient Greek,,,"Cyclops is an ancient Greek satyr play by Euripides, based closely on an episode from the Odyssey. It is likely to have been the fourth part of a tetralogy presented by Euripides in a dramatic festival in 5th Century BC Athens, although its intended and actual performance contexts are unknown. The date of its composition is unknown, but it was probably written late in Euripides' career. It is the only complete satyr play extant."
5054:wd-Q614607-Q75459,wd-Q614607-Q75459,Ion,Euripides,0,Delphi,Europe,Ancient Greek,,,"Ion is an ancient Greek play by Euripides, thought to have been written between 414 and 412 BC. It follows the orphan Ion, a young and willing servant in Apollo's temple, as he inadvertently discovers his biological origins. As it unfolds the play is also the powerful story of his mother, Creusa, as she strives to guide her own life after having experienced terrible abuse at the hands of a god who is beyond her power. Euripides' retelling of this myth is a radical step forward among the Greek tragedies: while in other plays of classical Athens individuals often rail against the disasters that the Fates or the gods have caused to befall them, in this powerful play both Creusa and Ion actually challenge whether the gods have any right to govern the destinies of human beings. In the end, howe"
6841:wd-Q957248-Q23148,wd-Q957248-Q23148,Peril at End House,Agatha Christie,1932,Cornwall,Europe,English,,1932s,"E-book exclusive extras:1) Christie biographer Charles Osborne's essay on Peril at End House;2) ""The Poirots"": the complete guide to all the cases of the great Belgian detective.Nick is an unusual name for a pretty young woman. And Nick Buckley has been leading an unusual life of late. First, on a treacherous Cornish hillside, the brakes on her car fail. Then, on a coastal path, a falling boulder misses her by inches. Safe in bed, she is almost crushed by a painting. Upon discovering a bullet hole in Nick’s sun hat, Hercule Poirot (who had come to Cornwall for a simple holiday with his friend Captain Hastings) decides that the girl needs his protection. At the same time, he begins to unravel the mystery of a murder that hasn't been committed. Yet.Times Literary Supplement: 'Ingenious.'"
5860:wd-Q129902486-Q55180,wd-Q129902486-Q55180,Línea de fuego,Arturo Pérez-Reverte,2020,Zaragoza Province,Europe,Spanish,,2020s,"Arturo Pérez-Reverte aborda en esta novela el episodio más trascendental de la historia reciente de España, la Guerra Civil, para contar la memoria de nuestros padres y abuelos, que es nuestra propia historia."
5055:wd-Q1233770-Q4821780,wd-Q1233770-Q4821780,Iphigenia in Aulis,Euripides,0,Aulis,Europe,Ancient Greek,,,"Iphigenia in Aulis or Iphigenia at Aulis is the last of the extant works by the playwright Euripides. Written between 408, after Orestes, and 406 BC, the year of Euripides' death, the play was first produced the following year in a trilogy with The Bacchae and Alcmaeon in Corinth by his son or nephew, Euripides the Younger, and won first place at the City Dionysia in Athens."
5914:wd-Q955443-Q90,wd-Q955443-Q90,Maigret,Georges Simenon,1934,Paris,Europe,French,,1934s,"A killer stalking the streets of Montmartre has murdered five women and Maigret is making no head-way in the case. After consulting the distinguished psychiatrist, Professor Tissot, he decides to use psycho-logical means to trap the killer.

Firstly, he fakes an arrest, hoping that the murderer, in a fit of jealousy at someone stealing his thunder, will strike again. And he provides him with scores of suit-able potential victims in the shape of policewomen, proficient in the art of judo.

The trap has been set."
3045:wd-Q2280031-Q222,wd-Q2280031-Q222,Broken April,Ismail Kadare,1980,Albania,Europe,Albanian,,1980s,"A venture into the strange (to us) world of the Albanian mountains, where the iron dictates of the ""kanun"", or blood feud, wrench apart the lives and peace of generation after generation.  Although the protagonist is Gjorg, a young mountain man who, as of the first page of the novel, knows that by fulfilling the dictates of the kanun he will guarantee that his own life will end in one month, Kadare offers in addition a brutal portrait of the inhumanity of the Intellectual, in the person of Bessian...an academic to whom the blood and suffering of the peasants is the stuff of mythic and heroic beauty."
8915:wd-Q7741258-Q834,wd-Q7741258-Q834,The Ice-Maiden,Hans Christian Andersen,1861,Canton of Valais,Europe,Danish,,1861s,"""The Ice-Maiden"" is an 1861 literary fairy tale by the Danish writer Hans Christian Andersen. The first English translation was published by King and Baird in 1863. The story, set in Switzerland, was inspired by a local legend about the Île de Peilz, a small island in Lake Geneva, which is also the setting of its denouement."
9224:wd-Q26722375-Q1526242,wd-Q26722375-Q1526242,The Marsh King's Daughter,Hans Christian Andersen,1858,Store Vildmose,Europe,Danish,,1858s,"Discovered by a stork and raised by Vikings, Helga lives an enchanted existence as a beautiful but vicious human child by day and a gentle but ugly toad by night, until finding her true home by the waters of the Nile."
6080:wd-Q286381-Q103011,wd-Q286381-Q103011,Medea,Euripides,0,Corinth,Europe,Ancient Greek,,,"""Medea has been betrayed. Her husband, Jason, has left her for a younger woman. He has forgotten all the promises he made and is even prepared to abandon their two sons. But Medea is not a woman to accept such disrespect passively. Strongwilled and fiercely intelligent, she turns her formidable energies to working out the greatest, and most horrifying, revenge possible."" ""Euripides' devastating tragedy is shockingly modern in the sharp psychological exploration of the characters and the gripping interactions between them. Award-winning poet Robin Robertson has captured both the vitality of Euripides' drama and the beauty of his phrasing, reinvigorating this masterpiece for the twenty-first century.""--BOOK JACKET."
5056:wd-Q523227-Q7835,wd-Q523227-Q7835,Iphigenia in Tauris,Euripides,0,Crimea,Europe,Ancient Greek,,,"This is the translation of the Euripides play about the princess Iphigeneia who narrowly avoided death by sacrifice at the hands of her father, Agamemnon. She was saved by the goddess Artemis, to whom the sacrifice was to be made, and swept off to Tauris. As a priestess at the goddess' temple, she has the gruesome task of ritually sacrificing foreigners who land on King Thoas's shores. It has much in common with another of the Greek playwright's work, Helen, as well as the lost play Andromeda, and is often described as a romance, a melodrama, a tragi-comedy or an escape play."
6707:wd-Q663886-Q13533353,wd-Q663886-Q13533353,Orestes,Euripides,0,Argos,Europe,Ancient Greek,,,"Produced more frequently on the ancient stage than any other tragedy, Orestes retells with striking innovations the story of the young man who kills his mother to avenge her murder of his father. Though eventually exonerated, Orestes becomes a fugitive from the Furies (avenging spirits) of his mother's blood. On the brink of destruction, he is saved in the end by Apollo, who had commanded the matricide.

Powerful and gripping, Orestes sweeps us along with a momentum that, starting slowly, builds inevitably to one of the most spectacular climaxes in all Greek tragedy."
5916:wd-Q1093819-Q90,wd-Q1093819-Q90,Maigret Sets a Trap,Georges Simenon,1955,Paris,Europe,French,,1955s,"A killer stalking the streets of Montmartre has murdered five women and Maigret is making no head-way in the case. After consulting the distinguished psychiatrist, Professor Tissot, he decides to use psycho-logical means to trap the killer.

Firstly, he fakes an arrest, hoping that the murderer, in a fit of jealousy at someone stealing his thunder, will strike again. And he provides him with scores of suit-able potential victims in the shape of policewomen, proficient in the art of judo.

The trap has been set."
6863:wd-Q3745528-Q192483,wd-Q3745528-Q192483,Philoctetes,Euripides,0,Lemnos,Europe,Ancient Greek,,,"Philoctetes is a tragedy by the Athenian poet Euripides. It was probably first produced in 431 BCE at the Dionysia in a tetralogy that included the extant Medea and was awarded third prize. It is now lost except for a few fragments. Much of what we know of the plot is from the writings of Dio Chrysostom, who compared the Philoctetes plays of Aeschylus, Euripides and Sophocles and also paraphrased the beginning of Euripides' play."
6880:wd-Q393142-Q34,wd-Q393142-Q34,Pippi Goes on Board,एस्ट्रिड लिंडग्रेन,1946,Sweden,Europe,Swedish,,1946s,"Pippi Goes on Board is a 1946 sequel to Swedish writer Astrid Lindgren's classic children's chapter book, Pippi Longstocking. It was followed by a further sequel Pippi in the South Seas. It was filmed in 1969 for a TV series and edited into a film in 1969."
6132:wd-Q6827778-Q2807,wd-Q6827778-Q2807,Miau,Benito Pérez Galdós,1888,Madrid,Europe,Spanish,,1888s,"Miau is a realist novel by Spanish writer Benito Pérez Galdós, released in 1888. It tells a story about a lower-middle class family of Madrid in the 19th century. The main character is Ramón Villaamil, an ex-employee from the Ministry of Economy and Finance. He lives with his wife doña Pura, his sister-in-law Milagros, his daughter Abelarda, his grandson Luis Cadalso, and his detestable son-in-law Víctor Cadalso. Víctor's wife, Luisa Villaamil, who is dead, was the mother of Luis. Miau is the Spanish onomatopoeia for the sound made by cats, but it also stands for: Moralidad, Income tax, Aduanas y Unificación de la deuda, the four main ideas of Villaamil to improve the ministry administration."
9915:wd-Q672319-Q204905,wd-Q672319-Q204905,The Suppliants,Euripides,0,Elefsina,Europe,Ancient Greek,,,"The Suppliants, also called The Suppliant Women, first performed in 423 BC, is an ancient Greek play by Euripides."
3003:wd-Q113367279-Q79965,wd-Q113367279-Q79965,Bosch and Schelm,Boris Akunin,2015,Golden Horde,Europe,Russian,,2015s,
6980:wd-Q113367263-Q1108445,wd-Q113367263-Q1108445,Prince Cranberry,Boris Akunin,2014,Kievan Rus',Europe,Russian,,2014s,
5917:wd-Q1347039-Q90,wd-Q1347039-Q90,Maigret and Monsieur Charles,Georges Simenon,1972,Paris,Europe,French,,1972s,"Maigret and Monsieur Charles is a detective novel by the Belgian writer Georges Simenon, and is the last novel featuring his long-running character Jules Maigret."
9287:wd-Q3608299-Q22890,wd-Q3608299-Q22890,The Moon-Bog,H. P. Lovecraft,1926,Ireland,Europe,English,,1926s,"""The Moon-Bog"" is a short story by American horror fiction writer H. P. Lovecraft, written in or before March 1921. The story was first published in the June 1926 issue of the pulp magazine Weird Tales."
8463:wd-Q7731344-Q2277,wd-Q7731344-Q2277,The Eagle in the Sand,Simon Scarrow,2006,Roman Empire,Europe,English,,2006s,"The Eagle in the Sand is a novel written by Simon Scarrow, published by Headline Book Publishing in 2006. It is the seventh book in the Eagles of the Empire series, starting with Macro and Cato's transfer to the eastern provinces of Rome."
5920:wd-Q1341476-Q90,wd-Q1341476-Q90,Maigret and the Dosser,Georges Simenon,1963,Paris,Europe,French,,1963s,Maigret and the Dosser is a detective novel by the Belgian writer Georges Simenon featuring his character Jules Maigret.
9180:wd-Q7749897-Q21,wd-Q7749897-Q21,The Man Upstairs,P. G. Wodehouse,1914,England,Europe,English,,1914s,"The Man Upstairs is a collection of nineteen short stories by P. G. Wodehouse, first published in the United Kingdom on 23 January 1914 by Methuen & Co., London. Most of the stories had previously appeared in magazines, generally Strand Magazine in the UK and Cosmopolitan or Collier's Weekly in the United States. Although the book was not published in the US, many of the stories were eventually made available to US readers in The Uncollected Wodehouse (1976) and The Swoop! and Other Stories (1979)."
9379:wd-Q29024014-Q7070,wd-Q29024014-Q7070,The Old Bachelor’s Nightcap,Hans Christian Andersen,1858,Eisenach,Europe,Danish,,1858s,"literary fairy tale by Hans Christian Andersen, first published on March 2, 1858"
10177:wd-Q28796824-Q4946568,wd-Q28796824-Q4946568,The Wind’s Tales,Hans Christian Andersen,1859,Borreby Castle,Europe,Danish,,1859s,"literary fairy tale by Hans Christian Andersen, first published on March 24, 1859"
9284:wd-Q1195848-Q27479,wd-Q1195848-Q27479,The Moon Is Down,John Steinbeck,1942,Northern Europe,Europe,English,,1942s,The Moon Is Down is a 1942 novel by American writer John Steinbeck. The book is about the military occupation of a small town in Northern Europe by an unnamed army. Steinbeck wrote it as propaganda intended to fuel resistance movements in occupied countries during World War II. The book was widely bootlegged and adapted for the stage in Europe. The Moon Is Down was adapted into a film by Irving Pichel in 1943.
5922:wd-Q1885253-Q90,wd-Q1885253-Q90,Maigret and the Fortuneteller,Georges Simenon,1944,Paris,Europe,French,,1944s,"To Any Lengths is a detective novel by Belgian writer Georges Simenon, featuring his character inspector Jules Maigret."
6574:wd-Q113367324-Q649,wd-Q113367324-Q649,Nutshell Buddha,Boris Akunin,2018,Moscow,Europe,Russian,,2018s,"novel by Boris Akunin, part of History of the Russian State in Novels"
5923:wd-Q3278113-Q90,wd-Q3278113-Q90,Maigret and the Headless Corpse,Georges Simenon,1955,Paris,Europe,French,,1955s,Maigret and the Headless Corpse is a detective novel by the Belgian writer Georges Simenon.
